Incident ID,Incident Date,State,City Or County,Address,json,Business/Location Name,Victims Killed,Victims Injured,Suspects Killed,Suspects Injured,Suspects Arrested,county,FIPS
2722339,"October 3, 2023",Pennsylvania,Philadelphia,1600 block of N Broad St,"[{""place_id"":331603944,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":188022,""lat"":""39.9527237"",""lon"":""-75.1635262"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.7664927328891414,""addresstype"":""city"",""name"":""Philadelphia"",""display_name"":""Philadelphia, Philadelphia County, Pennsylvania, United States"",""boundingbox"":[""39.8670050"",""40.1379593"",""-75.2802977"",""-74.9558314""]},{""place_id"":329634032,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":417845,""lat"":""40.0114538"",""lon"":""-75.1326504"",""class"":""boundary"",""type"":""administrative"",""place_rank"":12,""importance"":0.5654627750968936,""addresstype"":""county"",""name"":""Philadelphia County"",""display_name"":""Philadelphia County, Pennsylvania, United States"",""boundingbox"":[""39.8670050"",""40.1379593"",""-75.2802977"",""-74.9558314""]}]",Temple University - Morgan Hall,0,1,0,0,0,Philadelphia County,42101
2721350,"October 2, 2023",Pennsylvania,Greensburg,4345 PA-136,"[{""place_id"":323698349,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":188355,""lat"":""40.3014581"",""lon"":""-79.5389289"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.5344630719428007,""addresstype"":""town"",""name"":""Greensburg"",""display_name"":""Greensburg, Westmoreland County, Pennsylvania, 15601, United States"",""boundingbox"":[""40.2852430"",""40.3424350"",""-79.5753400"",""-79.5229660""]}]",Hempfield Area High School,0,0,0,0,0,Westmoreland County,42129
2722031,"October 2, 2023",Florida,Tampa,17410 Commerce Park Blvd,"[{""place_id"":280067816,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":1216849,""lat"":""27.9477595"",""lon"":""-82.458444"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.6675086400315728,""addresstype"":""city"",""name"":""Tampa"",""display_name"":""Tampa, Hillsborough County, Florida, United States"",""boundingbox"":[""27.8212598"",""28.1713602"",""-82.5864954"",""-82.2538678""]}]",Freedom High School,0,0,0,0,1,Hillsborough County,12057
2723797,"October 2, 2023",South Carolina,Seneca,,"[{""place_id"":316214269,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":193929,""lat"":""34.6865321"",""lon"":""-82.9527288"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.4354674369103237,""addresstype"":""city"",""name"":""Seneca"",""display_name"":""Seneca, Oconee County, South Carolina, United States"",""boundingbox"":[""34.6412950"",""34.7120622"",""-82.9949547"",""-82.9283350""]}]",,0,0,0,0,0,Oconee County,45073
2720601,"October 1, 2023",Pennsylvania,Philadelphia,1700 block of N 11th St,"[{""place_id"":331603944,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":188022,""lat"":""39.9527237"",""lon"":""-75.1635262"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.7664927328891414,""addresstype"":""city"",""name"":""Philadelphia"",""display_name"":""Philadelphia, Philadelphia County, Pennsylvania, United States"",""boundingbox"":[""39.8670050"",""40.1379593"",""-75.2802977"",""-74.9558314""]},{""place_id"":329634032,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":417845,""lat"":""40.0114538"",""lon"":""-75.1326504"",""class"":""boundary"",""type"":""administrative"",""place_rank"":12,""importance"":0.5654627750968936,""addresstype"":""county"",""name"":""Philadelphia County"",""display_name"":""Philadelphia County, Pennsylvania, United States"",""boundingbox"":[""39.8670050"",""40.1379593"",""-75.2802977"",""-74.9558314""]}]",Temple University - Columbia Field,0,1,0,0,0,Philadelphia County,42101
2720457,"September 30, 2023",Tennessee,Jackson,179 Allen Ave,"[{""place_id"":310367922,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":197175,""lat"":""35.6144446"",""lon"":""-88.8177418"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.5419923673027879,""addresstype"":""city"",""name"":""Jackson"",""display_name"":""Jackson, Madison County, West Tennessee, Tennessee, United States"",""boundingbox"":[""35.5402260"",""35.7567260"",""-88.9210870"",""-88.7566550""]},{""place_id"":312453917,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":1848182,""lat"":""36.362299"",""lon"":""-85.6654772"",""class"":""boundary"",""type"":""administrative"",""place_rank"":12,""importance"":0.5164969819717379,""addresstype"":""county"",""name"":""Jackson County"",""display_name"":""Jackson County, Middle Tennessee, Tennessee, United States"",""boundingbox"":[""36.2128050"",""36.5226630"",""-85.8464430"",""-85.4903320""]}]",Jackson Central-Merry Early College High,0,2,0,0,0,Jackson County,47087
2719899,"September 30, 2023",Georgia,Griffin,310 E Poplar St,"[{""place_id"":317313707,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":119764,""lat"":""33.2467807"",""lon"":""-84.2640904"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.4880666128736877,""addresstype"":""town"",""name"":""Griffin"",""display_name"":""Griffin, Spalding County, Georgia, 30224, United States"",""boundingbox"":[""33.2022610"",""33.2829820"",""-84.3291400"",""-84.2255270""]},{""place_id"":317165829,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""node"",""osm_id"":4842470372,""lat"":""33.0532429"",""lon"":""-83.0214185"",""class"":""place"",""type"":""hamlet"",""place_rank"":20,""importance"":0.13336833524071104,""addresstype"":""hamlet"",""name"":""Griffin"",""display_name"":""Griffin, Washington County, Georgia, United States"",""boundingbox"":[""33.0332429"",""33.0732429"",""-83.0414185"",""-83.0014185""]}]",Griffin High School football stadium,1,0,0,0,1,Spalding County,13255
2718859,"September 29, 2023",North Carolina,Mebane,3224 Old Hillsborough Rd,"[{""place_id"":318869966,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":179973,""lat"":""36.0959715"",""lon"":""-79.2669619"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.39485182060860496,""addresstype"":""city"",""name"":""Mebane"",""display_name"":""Mebane, Alamance County, North Carolina, United States"",""boundingbox"":[""36.0572140"",""36.1353230"",""-79.3198470"",""-79.2241500""]}]",Audrey W Garrett Elementary,0,0,0,0,1,Alamance County,37001
2718666,"September 29, 2023",South Carolina,Hemingway,13000 Choppee Rd,"[{""place_id"":317676729,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":194073,""lat"":""33.7537774"",""lon"":""-79.4475566"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.33770862732931467,""addresstype"":""village"",""name"":""Hemingway"",""display_name"":""Hemingway, Williamsburg County, South Carolina, United States"",""boundingbox"":[""33.7458840"",""33.7630960"",""-79.4579260"",""-79.4342400""]}]",Carvers Bay Middle School,0,0,0,0,2,Williamsburg County,45089
2719783,"September 29, 2023",North Carolina,Greensboro,1200 Lincoln St,"[{""place_id"":320203867,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":180261,""lat"":""36.0726355"",""lon"":""-79.7919754"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.6119715642025644,""addresstype"":""city"",""name"":""Greensboro"",""display_name"":""Greensboro, Guilford County, North Carolina, United States"",""boundingbox"":[""35.9758146"",""36.2153577"",""-80.0178840"",""-79.6211660""]}]",James B. Dudley High School,1,1,0,0,2,Guilford County,37081
2720722,"September 29, 2023",Alaska,Wasilla,,"[{""place_id"":350166721,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":5588746,""lat"":""61.5824216"",""lon"":""-149.442563"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.5161960187479497,""addresstype"":""city"",""name"":""Wasilla"",""display_name"":""Wasilla, Matanuska-Susitna, Alaska, United States"",""boundingbox"":[""61.5528970"",""61.6065260"",""-149.5646920"",""-149.3536440""]}]",,0,0,0,0,0,Alaska,2000
2718119,"September 28, 2023",Michigan,Bay City,3201 Kiesel Rd,"[{""place_id"":340324593,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":571643,""lat"":""43.5944677"",""lon"":""-83.8888648"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.5409732851134095,""addresstype"":""city"",""name"":""Bay City"",""display_name"":""Bay City, Bay County, Michigan, 48708, United States"",""boundingbox"":[""43.5386677"",""43.6238297"",""-83.9161566"",""-83.8452803""]}]",John Glenn High School,0,0,0,0,1,Bay County,26017
2718191,"September 28, 2023",Georgia,Columbus,1136 Hunt Ave,"[{""place_id"":316005822,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":1850813,""lat"":""32.4610708"",""lon"":""-84.9880449"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.577529811798748,""addresstype"":""city"",""name"":""Columbus"",""display_name"":""Columbus, Muscogee County, Georgia, United States"",""boundingbox"":[""32.3738385"",""32.6081231"",""-85.0792070"",""-84.6674630""]}]",Rothschild Leadership Academy,0,0,0,1,2,Muscogee County,13215
2718698,"September 28, 2023",New York,Bronx,470 Jackson Ave,"[{""place_id"":332651060,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":9691916,""lat"":""40.8466508"",""lon"":""-73.8785937"",""class"":""boundary"",""type"":""administrative"",""place_rank"":14,""importance"":0.6654228307928657,""addresstype"":""suburb"",""name"":""The Bronx"",""display_name"":""The Bronx, City of New York, New York, United States"",""boundingbox"":[""40.7857390"",""40.9176300"",""-73.9339070"",""-73.7483740""]}]",J. M. Rapport School Career Development,0,0,0,0,1,New York,36000
2774543,"September 27, 2023",Tennessee,Memphis,3306 Overton Crossing St,"[{""place_id"":309730784,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":197239,""lat"":""35.1460249"",""lon"":""-90.0517638"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.6731669167759847,""addresstype"":""city"",""name"":""Memphis"",""display_name"":""Memphis, Shelby County, West Tennessee, Tennessee, United States"",""boundingbox"":[""34.9941528"",""35.2638790"",""-90.3083660"",""-89.6370890""]}]",Memphis Business Academy,0,0,0,0,1,Shelby County,47157
2718054,"September 27, 2023",Wisconsin,Janesville,1515 Lapham St,"[{""place_id"":345299617,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":252006,""lat"":""42.6829765"",""lon"":""-89.0226793"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.527745670339217,""addresstype"":""city"",""name"":""Janesville"",""display_name"":""Janesville, Rock County, Wisconsin, United States"",""boundingbox"":[""42.6051404"",""42.7589666"",""-89.0805100"",""-88.9388780""]}]",Van Buren Elementary School,0,0,0,0,1,Rock County,55105
2716918,"September 27, 2023",Texas,Houston,11625 Martindale Rd,"[{""place_id"":281727225,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":2688911,""lat"":""29.7589382"",""lon"":""-95.3676974"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.7273179768405511,""addresstype"":""city"",""name"":""Houston"",""display_name"":""Houston, Harris County, Texas, United States"",""boundingbox"":[""29.5370705"",""30.1103506"",""-95.9097419"",""-95.0120525""]},{""place_id"":279122587,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":1840945,""lat"":""31.3378465"",""lon"":""-95.390805"",""class"":""boundary"",""type"":""administrative"",""place_rank"":12,""importance"":0.58566105908742,""addresstype"":""county"",""name"":""Houston County"",""display_name"":""Houston County, Texas, United States"",""boundingbox"":[""30.9260843"",""31.5928051"",""-95.7758904"",""-94.9580014""]},{""place_id"":312693847,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":140698,""lat"":""37.3261588"",""lon"":""-91.955988"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.45741428069973794,""addresstype"":""city"",""name"":""Houston"",""display_name"":""Houston, Texas County, Missouri, 65483, United States"",""boundingbox"":[""37.2945110"",""37.3437600"",""-91.9794380"",""-91.9309400""]}]",Sterling High School,0,0,0,0,1,Houston County,48225
2724756,"September 27, 2023",Virginia,Palmyra,479 Cunningham Rd,"[{""place_id"":320546823,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""node"",""osm_id"":158366901,""lat"":""37.8609747"",""lon"":""-78.2633373"",""class"":""place"",""type"":""village"",""place_rank"":19,""importance"":0.39583430754520754,""addresstype"":""village"",""name"":""Palmyra"",""display_name"":""Palmyra, Fluvanna County, Virginia, United States"",""boundingbox"":[""37.8409747"",""37.8809747"",""-78.2833373"",""-78.2433373""]},{""place_id"":320676997,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""node"",""osm_id"":158431972,""lat"":""36.7598717"",""lon"":""-76.5907847"",""class"":""place"",""type"":""hamlet"",""place_rank"":20,""importance"":0.13339277103837643,""addresstype"":""hamlet"",""name"":""Palmyra"",""display_name"":""Palmyra, Suffolk, Suffolk (city), Virginia, 23434, United States"",""boundingbox"":[""36.7398717"",""36.7798717"",""-76.6107847"",""-76.5707847""]}]",The Light Academy,0,0,0,0,1,Fluvanna County,51065
2717961,"September 27, 2023",Virginia,Lawrenceville,2171 Lawrenceville Plank Rd,"[{""place_id"":318921958,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":206875,""lat"":""36.7576469"",""lon"":""-77.8469374"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.4322228436186124,""addresstype"":""town"",""name"":""Lawrenceville"",""display_name"":""Lawrenceville, Brunswick County, Virginia, United States"",""boundingbox"":[""36.7471040"",""36.7653040"",""-77.8669020"",""-77.8422660""]}]",Brunswick High School,0,0,0,0,1,Brunswick County,51025
2717956,"September 27, 2023",Virginia,Norfolk,Kenton Ave and Cary Ave,"[{""place_id"":319473330,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":206672,""lat"":""36.8493695"",""lon"":""-76.2899539"",""class"":""boundary"",""type"":""administrative"",""place_rank"":12,""importance"":0.6437516056858108,""addresstype"":""city"",""name"":""Norfolk"",""display_name"":""Norfolk, Virginia, United States"",""boundingbox"":[""36.8207991"",""36.9697231"",""-76.3448722"",""-76.1767248""]}]",,0,0,0,0,1,Norfolk city,51710
2728412,"September 27, 2023",New Jersey,Plainfield,1049 Central Ave,"[{""place_id"":329194697,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":170502,""lat"":""40.6337136"",""lon"":""-74.4073737"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.5064946999975561,""addresstype"":""city"",""name"":""Plainfield"",""display_name"":""Plainfield, Union County, New Jersey, United States"",""boundingbox"":[""40.5945020"",""40.6441910"",""-74.4633480"",""-74.3827910""]}]",Cedarbrook K-8 Center,0,0,0,0,0,Union County,34039
2718487,"September 27, 2023",Illinois,Marion,1609 W Main St,"[{""place_id"":311390742,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":1801533,""lat"":""38.6477381"",""lon"":""-88.9232112"",""class"":""boundary"",""type"":""administrative"",""place_rank"":12,""importance"":0.5663499964791937,""addresstype"":""county"",""name"":""Marion County"",""display_name"":""Marion County, Illinois, United States"",""boundingbox"":[""38.4741360"",""38.8263019"",""-89.1444470"",""-88.6951627""]},{""place_id"":312551059,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":125817,""lat"":""37.7306054"",""lon"":""-88.9331256"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.5222584764589535,""addresstype"":""town"",""name"":""Marion"",""display_name"":""Marion, Williamson County, Illinois, 62959, United States"",""boundingbox"":[""37.5763340"",""37.7679520"",""-89.0218290"",""-88.8090480""]}]",Marion Junior High School,0,0,0,0,1,Marion County,17121
2716644,"September 27, 2023",South Carolina,Simpsonville,3665 S Industrial Dr,"[{""place_id"":315724013,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":193986,""lat"":""34.7370639"",""lon"":""-82.2542834"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.4498584113442282,""addresstype"":""city"",""name"":""Simpsonville"",""display_name"":""Simpsonville, Greenville County, South Carolina, United States"",""boundingbox"":[""34.7015750"",""34.7759410"",""-82.2873080"",""-82.2183120""]}]",Hillcrest High School,0,0,0,0,2,Greenville County,45045
2718025,"September 27, 2023",California,Berkeley,1980 Allston Way,"[{""place_id"":300589106,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":2833528,""lat"":""37.8708393"",""lon"":""-122.272863"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.6517759063526084,""addresstype"":""city"",""name"":""Berkeley"",""display_name"":""Berkeley, Alameda County, California, United States"",""boundingbox"":[""37.8357270"",""37.9066896"",""-122.3686793"",""-122.2341962""]}]",Berkeley High School,0,0,0,0,2,Alameda County,6001
2718360,"September 27, 2023",Mississippi,Kiln,7084 Stennis Airport Rd,"[{""place_id"":280824068,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":14024085,""lat"":""30.418895499999998"",""lon"":""-89.43471299999999"",""class"":""boundary"",""type"":""census"",""place_rank"":25,""importance"":0.33561681144948663,""addresstype"":""locality"",""name"":""Kiln"",""display_name"":""Kiln, Hancock County, Mississippi, United States"",""boundingbox"":[""30.3849708"",""30.4528610"",""-89.4779730"",""-89.3824650""]}]",Hancock High School,0,0,0,0,2,Hancock County,28045
2718045,"September 26, 2023",New Mexico,Rio Rancho,301 Loma Colorado Blvd NE,"[{""place_id"":307105169,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":171226,""lat"":""35.2702448"",""lon"":""-106.6329806"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.49309784162261816,""addresstype"":""city"",""name"":""Rio Rancho"",""display_name"":""Rio Rancho, Sandoval County, New Mexico, United States"",""boundingbox"":[""35.1799180"",""35.3943800"",""-106.8652060"",""-106.5670030""]},{""place_id"":307040172,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""node"",""osm_id"":151498747,""lat"":""35.233375"",""lon"":""-106.6644716"",""class"":""place"",""type"":""hamlet"",""place_rank"":20,""importance"":0.13338219043259325,""addresstype"":""hamlet"",""name"":""Rio Rancho"",""display_name"":""Rio Rancho, Sandoval County, New Mexico, 87124, United States"",""boundingbox"":[""35.2133750"",""35.2533750"",""-106.6844716"",""-106.6444716""]}]",Rio Rancho High School,0,0,0,0,1,Sandoval County,35043
2716353,"September 26, 2023",Texas,Canton,1110 TX-243,"[{""place_id"":309620743,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":114029,""lat"":""32.5386046"",""lon"":""-95.86181199728397"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.5121271057478117,""addresstype"":""city"",""name"":""Canton"",""display_name"":""Canton, Van Zandt County, Texas, United States"",""boundingbox"":[""32.5350331"",""32.5773541"",""-95.8739760"",""-95.8378879""]},{""place_id"":309998393,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""node"",""osm_id"":151343566,""lat"":""32.555664"",""lon"":""-95.8640507"",""class"":""place"",""type"":""town"",""place_rank"":18,""importance"":0.5121271057478117,""addresstype"":""town"",""name"":""Canton"",""display_name"":""Canton, Van Zandt County, Texas, 75103, United States"",""boundingbox"":[""32.5156640"",""32.5956640"",""-95.9040507"",""-95.8240507""]}]",Canton High School,0,0,0,0,1,Van Zandt County,48467
2717110,"September 26, 2023",Pennsylvania,Philadelphia,2700 block of N Orkney St,"[{""place_id"":331603944,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":188022,""lat"":""39.9527237"",""lon"":""-75.1635262"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.7664927328891414,""addresstype"":""city"",""name"":""Philadelphia"",""display_name"":""Philadelphia, Philadelphia County, Pennsylvania, United States"",""boundingbox"":[""39.8670050"",""40.1379593"",""-75.2802977"",""-74.9558314""]},{""place_id"":329634032,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":417845,""lat"":""40.0114538"",""lon"":""-75.1326504"",""class"":""boundary"",""type"":""administrative"",""place_rank"":12,""importance"":0.5654627750968936,""addresstype"":""county"",""name"":""Philadelphia County"",""display_name"":""Philadelphia County, Pennsylvania, United States"",""boundingbox"":[""39.8670050"",""40.1379593"",""-75.2802977"",""-74.9558314""]}]",,0,1,0,0,0,Philadelphia County,42101
2715510,"September 25, 2023",Texas,Odessa,1800 E 42nd St,"[{""place_id"":291073630,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":2336480,""lat"":""31.8457149"",""lon"":""-102.367687"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.5770619315070418,""addresstype"":""city"",""name"":""Odessa"",""display_name"":""Odessa, Ector County, Texas, United States"",""boundingbox"":[""31.7974700"",""31.9631525"",""-102.4420576"",""-102.2481799""]}]",Permian High School,0,0,0,0,1,Ector County,48135
2715607,"September 25, 2023",Maryland,Baltimore,1400 Orleans St,"[{""place_id"":321245733,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":133345,""lat"":""39.2908816"",""lon"":""-76.610759"",""class"":""boundary"",""type"":""administrative"",""place_rank"":12,""importance"":0.7065126700098143,""addresstype"":""city"",""name"":""Baltimore"",""display_name"":""Baltimore, Maryland, United States"",""boundingbox"":[""39.1972328"",""39.3719992"",""-76.7112977"",""-76.5296757""]}]",Paul Lawrence Dunbar High School,0,0,0,1,0,Baltimore County,24005
2720585,"September 25, 2023",Pennsylvania,Allentown,106 N 17th St,"[{""place_id"":331553158,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":188525,""lat"":""40.6022059"",""lon"":""-75.4712794"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.5952008161956981,""addresstype"":""city"",""name"":""Allentown"",""display_name"":""Allentown, Lehigh County, Pennsylvania, United States"",""boundingbox"":[""40.5499752"",""40.6360128"",""-75.5480045"",""-75.4192495""]},{""place_id"":323199369,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":6897566,""lat"":""40.4226177"",""lon"":""-79.993086"",""class"":""boundary"",""type"":""administrative"",""place_rank"":20,""importance"":0.3076710039728337,""addresstype"":""neighbourhood"",""name"":""Allentown"",""display_name"":""Allentown, Pittsburgh, Allegheny County, Pennsylvania, United States"",""boundingbox"":[""40.4182610"",""40.4289484"",""-80.0041228"",""-79.9877222""]}]",William Allen High School,0,0,0,0,1,Lehigh County,42077
2715431,"September 25, 2023",Minnesota,Saint Paul (Roseville),1240 County Rd B2 W,[],Roseville Area High School,0,0,0,0,1,,None
2715428,"September 25, 2023",Minnesota,Saint Paul (Roseville),1240 County Rd B2 W,[],Roseville Area High School,0,0,0,0,1,,None
2714517,"September 24, 2023",Alabama,Tuskegee,1200 W Montgomery Rd,"[{""place_id"":317750149,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":110348,""lat"":""32.4240535"",""lon"":""-85.6908715"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.5046399666296075,""addresstype"":""town"",""name"":""Tuskegee"",""display_name"":""Tuskegee, Macon County, Alabama, United States"",""boundingbox"":[""32.3862637"",""32.5159838"",""-85.7890086"",""-85.6440283""]}]",West Commons,0,2,0,0,0,Macon County,1087
2713285,"September 22, 2023",Arizona,Phoenix,1101 E Thomas Rd,"[{""place_id"":295767203,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":111257,""lat"":""33.4484367"",""lon"":""-112.074141"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.6804675448100823,""addresstype"":""city"",""name"":""Phoenix"",""display_name"":""Phoenix, Maricopa County, Arizona, United States"",""boundingbox"":[""33.2903739"",""33.9183794"",""-112.3240289"",""-111.9255304""]}]",North High School,0,0,0,0,1,Maricopa County,4013
2714739,"September 22, 2023",Ohio,Lorain,2600 Ashland Ave,"[{""place_id"":343472976,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":350377,""lat"":""41.2633554"",""lon"":""-82.1734746"",""class"":""boundary"",""type"":""administrative"",""place_rank"":12,""importance"":0.5456425080053668,""addresstype"":""county"",""name"":""Lorain County"",""display_name"":""Lorain County, Ohio, United States"",""boundingbox"":[""41.0636052"",""41.8796877"",""-82.3617133"",""-81.8769627""]},{""place_id"":343066590,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":182299,""lat"":""41.4673238"",""lon"":""-82.1781904"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.5250040484713676,""addresstype"":""city"",""name"":""Lorain"",""display_name"":""Lorain, Lorain County, Ohio, United States"",""boundingbox"":[""41.4047198"",""41.4852240"",""-82.2921370"",""-82.1020040""]}]",Lorain High School,0,0,0,0,0,Lorain County,39093
