Incident ID,Incident Date,State,City Or County,json,county,Address,Victims Killed,Victims Injured,Suspects Killed,Suspects Injured,Suspects Arrested,FIPS
2516309,2023-02-01T00:00:00Z,Texas,Texas City,"[{""place_id"":293694370,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":6586825,""lat"":""29.396013"",""lon"":""-94.9175485"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.4935892116365147,""addresstype"":""city"",""name"":""Texas City"",""display_name"":""Texas City, Galveston County, Texas, United States"",""boundingbox"":[""29.3009650"",""29.5663760"",""-95.0788828"",""-94.7142850""]}]",Galveston County,8601 Emmett F Lowry Expy,0,4,0,0,0,48167
2514902,2023-01-31T00:00:00Z,North Carolina,Durham,"[{""place_id"":365708694,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":179868,""lat"":""35.996653"",""lon"":""-78.9018053"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.6144418337615205,""addresstype"":""city"",""name"":""Durham"",""display_name"":""Durham, Durham County, North Carolina, United States"",""boundingbox"":[""35.8663508"",""36.1370099"",""-79.0074981"",""-78.7569111""]}]",Durham County,4100 block of Sudbury Rd,2,2,0,0,2,37063
2514564,2023-01-30T00:00:00Z,Florida,Lakeland,"[{""place_id"":292293693,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":117730,""lat"":""28.0394654"",""lon"":""-81.9498042"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.5077933649835933,""addresstype"":""city"",""name"":""Lakeland"",""display_name"":""Lakeland, Polk County, Florida, United States"",""boundingbox"":[""27.9526701"",""28.1719670"",""-82.0560959"",""-81.8388027""]}]",Polk County,923 N Iowa Ave,0,11,0,0,5,12105
2514220,2023-01-30T00:00:00Z,Texas,Dallas,"[{""place_id"":399453307,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":6571629,""lat"":""32.7762719"",""lon"":""-96.7968559"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.7114433186231126,""addresstype"":""city"",""name"":""Dallas"",""display_name"":""Dallas, Dallas County, Texas, United States"",""boundingbox"":[""32.6132160"",""33.0239366"",""-97.0004820"",""-96.4636317""]}]",Dallas County,5800 block of Bonnie View Rd,1,3,0,1,1,48113
2605383,2023-01-29T00:00:00Z,Tennessee,Luttrell,"[{""place_id"":325077376,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":195946,""lat"":""36.1995269"",""lon"":""-83.7418507"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.3496605253715208,""addresstype"":""town"",""name"":""Luttrell"",""display_name"":""Luttrell, Union County, East Tennessee, Tennessee, United States"",""boundingbox"":[""36.1860890"",""36.2320070"",""-83.7744180"",""-83.7300910""]}]",Union County,380 Clinch Valley Rd,4,0,1,0,0,47173
2513512,2023-01-29T00:00:00Z,Ohio,Columbus,"[{""place_id"":383512937,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":182706,""lat"":""39.9622601"",""lon"":""-83.0007065"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.675994912711708,""addresstype"":""city"",""name"":""Columbus"",""display_name"":""Columbus, Franklin County, Ohio, United States"",""boundingbox"":[""39.8086936"",""40.1573082"",""-83.2101797"",""-82.7713119""]}]",Franklin County,1680 Karl Ct,1,3,0,0,1,39049
2513575,2023-01-29T00:00:00Z,North Carolina,Greensboro,"[{""place_id"":3452633,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":180261,""lat"":""36.0726355"",""lon"":""-79.7919754"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.566730143179457,""addresstype"":""city"",""name"":""Greensboro"",""display_name"":""Greensboro, Guilford County, North Carolina, United States"",""boundingbox"":[""35.9758146"",""36.2153577"",""-80.0178840"",""-79.6211660""]}]",Guilford County,6400 W Market St,1,6,0,0,1,37081
2513517,2023-01-28T00:00:00Z,South Carolina,Andrews,"[{""place_id"":865671,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":194075,""lat"":""33.451278"",""lon"":""-79.5608971"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.30000999999999994,""addresstype"":""town"",""name"":""Andrews"",""display_name"":""Andrews, Georgetown County, South Carolina, United States"",""boundingbox"":[""33.4379690"",""33.4605690"",""-79.5849600"",""-79.5474950""]}]",Georgetown County,Birch Creek Rd,2,2,0,0,1,45043
2513496,2023-01-28T00:00:00Z,Texas,Austin,"[{""place_id"":304326708,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":113314,""lat"":""30.2711286"",""lon"":""-97.7436995"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.6952705778773594,""addresstype"":""city"",""name"":""Austin"",""display_name"":""Austin, Travis County, Texas, United States"",""boundingbox"":[""30.0985133"",""30.5166255"",""-97.9367663"",""-97.5605288""]}]",Austin County,12636 Research Blvd,2,3,0,0,1,48015
2513044,2023-01-28T00:00:00Z,California,Beverly Hills,"[{""place_id"":404014459,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":3503615,""lat"":""34.0696501"",""lon"":""-118.3963062"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.635942014252402,""addresstype"":""town"",""name"":""Beverly Hills"",""display_name"":""Beverly Hills, Los Angeles County, California, United States"",""boundingbox"":[""34.0526685"",""34.1124560"",""-118.4270730"",""-118.3715358""]}]",Los Angeles County,2799 Ellison Dr,3,2,0,0,3,6037
2513527,2023-01-28T00:00:00Z,Pennsylvania,Philadelphia,"[{""place_id"":14222125,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":188022,""lat"":""39.9527237"",""lon"":""-75.1635262"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.7664927328891414,""addresstype"":""city"",""name"":""Philadelphia"",""display_name"":""Philadelphia, Philadelphia County, Pennsylvania, United States"",""boundingbox"":[""39.8670050"",""40.1379593"",""-75.2802977"",""-74.9558314""]}]",Philadelphia County,Knorr St and Loretto Ave,0,4,0,0,0,42101
2512985,2023-01-27T00:00:00Z,California,San Diego,"[{""place_id"":308782552,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":253832,""lat"":""32.7174202"",""lon"":""-117.162772"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.72404667881174,""addresstype"":""city"",""name"":""San Diego"",""display_name"":""San Diego, California, United States"",""boundingbox"":[""32.5347979"",""33.1141940"",""-117.3098161"",""-116.9057417""]}]",San Diego County,62nd St and Akins Ave,1,4,0,0,1,6073
2512343,2023-01-26T00:00:00Z,New Jersey,Newark,"[{""place_id"":13573669,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":170486,""lat"":""40.735657"",""lon"":""-74.1723667"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.6057204777699764,""addresstype"":""city"",""name"":""Newark"",""display_name"":""Newark, Essex County, New Jersey, United States"",""boundingbox"":[""40.6732502"",""40.7881387"",""-74.2513334"",""-74.1141786""]}]",Essex County,1079 Broad St,1,4,0,0,0,34013
2512617,2023-01-26T00:00:00Z,Pennsylvania,Lancaster,"[{""place_id"":6319614,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":417768,""lat"":""40.08067"",""lon"":""-76.2411283"",""class"":""boundary"",""type"":""administrative"",""place_rank"":12,""importance"":0.5821162359797041,""addresstype"":""county"",""name"":""Lancaster County"",""display_name"":""Lancaster County, Pennsylvania, United States"",""boundingbox"":[""39.7211039"",""40.3157130"",""-76.7219602"",""-75.8731587""]}]",Lancaster County,525 N Franklin St,0,4,0,0,0,42071
2510365,2023-01-24T00:00:00Z,North Carolina,Red Springs,"[{""place_id"":927141,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":177499,""lat"":""34.815158"",""lon"":""-79.1837649"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.29190327427879,""addresstype"":""town"",""name"":""Red Springs"",""display_name"":""Red Springs, Robeson County, North Carolina, 28377, United States"",""boundingbox"":[""34.7921110"",""34.8400960"",""-79.2044120"",""-79.1546870""]}]",Robeson County,100 block of Samuel Williams Dr,3,1,0,0,1,37155
2509362,2023-01-23T00:00:00Z,Illinois,Chicago,"[{""place_id"":401149033,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":122604,""lat"":""41.8755616"",""lon"":""-87.6244212"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.8027259419416765,""addresstype"":""city"",""name"":""Chicago"",""display_name"":""Chicago, Cook County, Illinois, United States"",""boundingbox"":[""41.6445310"",""42.0230396"",""-87.9400876"",""-87.5240812""]}]",Cook County,2909 E 78th St,2,3,0,0,0,17031
2510063,2023-01-23T00:00:00Z,California,Oakland,"[{""place_id"":314446251,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":2833530,""lat"":""37.8044557"",""lon"":""-122.271356"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.6778224079271288,""addresstype"":""city"",""name"":""Oakland"",""display_name"":""Oakland, Alameda County, California, United States"",""boundingbox"":[""37.6336763"",""37.8854257"",""-122.3558810"",""-122.1144203""]}]",Alameda County,5910 MacArthur Blvd,1,4,0,0,2,6001
2509663,2023-01-23T00:00:00Z,California,Half Moon Bay,"[{""place_id"":310949582,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":11088707,""lat"":""37.4635519"",""lon"":""-122.428586"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.47837461268270504,""addresstype"":""city"",""name"":""Half Moon Bay"",""display_name"":""Half Moon Bay, San Mateo County, California, 94019, United States"",""boundingbox"":[""37.4239030"",""37.5229080"",""-122.4774867"",""-122.4158420""]}]",San Mateo County,12761 San Mateo Rd,7,1,0,0,1,6081
2508522,2023-01-22T00:00:00Z,Louisiana,Shreveport,"[{""place_id"":322514015,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":132139,""lat"":""32.5135356"",""lon"":""-93.7477839"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.590542566507485,""addresstype"":""city"",""name"":""Shreveport"",""display_name"":""Shreveport, Caddo Parish, Louisiana, United States"",""boundingbox"":[""32.3326915"",""32.5898665"",""-93.9478451"",""-93.6797150""]}]",Caddo Parish,1600 Sugar Ln,1,7,0,0,0,22017
2508370,2023-01-22T00:00:00Z,Louisiana,Baton Rouge,"[{""place_id"":293274051,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":132206,""lat"":""30.4494155"",""lon"":""-91.1869659"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.6256845419370565,""addresstype"":""city"",""name"":""Baton Rouge"",""display_name"":""Baton Rouge, East Baton Rouge Parish, Louisiana, United States"",""boundingbox"":[""30.3383900"",""30.5589767"",""-91.2350363"",""-90.9993438""]}]",East Baton Rouge Parish,4619 Bennington Ave,0,12,0,0,3,22033
2507423,2023-01-21T00:00:00Z,Arizona,Yuma,"[{""place_id"":366409696,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":16326705,""lat"":""32.723268"",""lon"":""-114.6179954"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.5507321365474483,""addresstype"":""city"",""name"":""Yuma"",""display_name"":""Yuma, Yuma County, Arizona, United States"",""boundingbox"":[""32.4790669"",""32.7322939"",""-114.6849861"",""-114.4591301""]}]",Yuma County,1300 block of W 9th St,0,5,0,0,1,4027
2507836,2023-01-21T00:00:00Z,California,Monterey Park,"[{""place_id"":308652101,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":3530011,""lat"":""34.051522"",""lon"":""-118.129807"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.48026116094068294,""addresstype"":""town"",""name"":""Monterey Park"",""display_name"":""Monterey Park, California, United States"",""boundingbox"":[""34.0271194"",""34.0716868"",""-118.1695489"",""-118.0929539""]}]",Monterey County,122 W Garvey Ave,11,9,1,0,0,6053
2504645,2023-01-17T00:00:00Z,Texas,Houston,"[{""place_id"":292999893,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":2688911,""lat"":""29.7589382"",""lon"":""-95.3676974"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.7273179768405511,""addresstype"":""city"",""name"":""Houston"",""display_name"":""Houston, Harris County, Texas, United States"",""boundingbox"":[""29.5370705"",""30.1103506"",""-95.9097419"",""-95.0120525""]}]",Houston County,6729 Lockwood Dr,0,4,0,0,0,48225
2503345,2023-01-16T00:00:00Z,California,Goshen,"[{""place_id"":310393601,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":2707238,""lat"":""36.35339"",""lon"":""-119.42602906666667"",""class"":""boundary"",""type"":""census"",""place_rank"":25,""importance"":0.3807615189380552,""addresstype"":""village"",""name"":""Goshen"",""display_name"":""Goshen, Tulare County, California, 93227, United States"",""boundingbox"":[""36.3355550"",""36.3709250"",""-119.4345750"",""-119.4035250""]}]",Tulare County,Harvest Ave and Rd 68,6,0,0,0,2,6107
2503245,2023-01-16T00:00:00Z,Florida,Sanford,"[{""place_id"":292188851,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":117441,""lat"":""28.8117345"",""lon"":""-81.2680223"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.4982789243494602,""addresstype"":""city"",""name"":""Sanford"",""display_name"":""Sanford, Seminole County, Florida, United States"",""boundingbox"":[""28.7389690"",""28.8292480"",""-81.3470730"",""-81.2031670""]}]",Seminole County,Rinehart Rd and Co Rd 46A,1,5,0,0,14,12117
2503649,2023-01-16T00:00:00Z,Florida,Fort Pierce,"[{""place_id"":295011324,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":117972,""lat"":""27.4467056"",""lon"":""-80.3256056"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.4535031360285612,""addresstype"":""suburb"",""name"":""Fort Pierce"",""display_name"":""Fort Pierce, Saint Lucie County, Florida, United States"",""boundingbox"":[""27.3733045"",""27.4813092"",""-80.4237628"",""-80.2773767""]}]",St. Lucie County,Avenue M and N 13th St,1,7,0,0,1,12111
2503058,2023-01-15T00:00:00Z,Illinois,Rockford,"[{""place_id"":27484340,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":127020,""lat"":""42.2713945"",""lon"":""-89.093966"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.5471515441527466,""addresstype"":""city"",""name"":""Rockford"",""display_name"":""Rockford, Rockford Township, Winnebago County, Illinois, United States"",""boundingbox"":[""42.1432458"",""42.3386478"",""-89.1952803"",""-88.9408682""]}]",Winnebago County,2311 23rd St,3,1,0,1,0,17201
2502680,2023-01-15T00:00:00Z,Texas,Houston,"[{""place_id"":292999893,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":2688911,""lat"":""29.7589382"",""lon"":""-95.3676974"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.7273179768405511,""addresstype"":""city"",""name"":""Houston"",""display_name"":""Houston, Harris County, Texas, United States"",""boundingbox"":[""29.5370705"",""30.1103506"",""-95.9097419"",""-95.0120525""]}]",Houston County,5121 FM 1960 Rd W,1,4,0,0,0,48225
2503178,2023-01-15T00:00:00Z,Florida,Homestead,"[{""place_id"":304760870,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":1216731,""lat"":""25.4718946"",""lon"":""-80.4759905"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.4684310320714905,""addresstype"":""city"",""name"":""Homestead"",""display_name"":""Homestead, Miami-Dade County, Florida, United States"",""boundingbox"":[""25.4405595"",""25.4996034"",""-80.5079416"",""-80.4037655""]}]",Miami-Dade County,700 block of SW Sixth St,1,3,0,0,0,12086
2503197,2023-01-15T00:00:00Z,Arizona,Phoenix,"[{""place_id"":308635258,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":111257,""lat"":""33.4484367"",""lon"":""-112.074141"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.6804675448100823,""addresstype"":""city"",""name"":""Phoenix"",""display_name"":""Phoenix, Maricopa County, Arizona, United States"",""boundingbox"":[""33.2903739"",""33.9183794"",""-112.3240289"",""-111.9255304""]}]",Maricopa County,S 46th Pl and E Broadway Rd,0,4,0,0,0,4013
2501869,2023-01-13T00:00:00Z,Ohio,Cleveland,"[{""place_id"":394467630,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":182130,""lat"":""41.4996574"",""lon"":""-81.6936772"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.6952330131061538,""addresstype"":""city"",""name"":""Cleveland"",""display_name"":""Cleveland, Cuyahoga County, Ohio, United States"",""boundingbox"":[""41.3906280"",""41.6044360"",""-81.8790937"",""-81.5327440""]}]",Cuyahoga County,3719 Mack Ct,4,1,0,0,1,39035
2499119,2023-01-09T00:00:00Z,Minnesota,Minneapolis,"[{""place_id"":28953397,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":136712,""lat"":""44.9772995"",""lon"":""-93.2654692"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.6869168244297812,""addresstype"":""city"",""name"":""Minneapolis"",""display_name"":""Minneapolis, Hennepin County, Minnesota, United States"",""boundingbox"":[""44.8901500"",""45.0512500"",""-93.3291250"",""-93.1938590""]}]",Hennepin County,2218 E Lake St,0,4,0,0,0,27053
2499381,2023-01-09T00:00:00Z,Pennsylvania,Philadelphia,"[{""place_id"":14222125,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":188022,""lat"":""39.9527237"",""lon"":""-75.1635262"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.7664927328891414,""addresstype"":""city"",""name"":""Philadelphia"",""display_name"":""Philadelphia, Philadelphia County, Pennsylvania, United States"",""boundingbox"":[""39.8670050"",""40.1379593"",""-75.2802977"",""-74.9558314""]}]",Philadelphia County,3300 block of Guilford St,3,1,0,0,1,42101
2498792,2023-01-09T00:00:00Z,Colorado,Denver,"[{""place_id"":318945329,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":1411339,""lat"":""39.7392364"",""lon"":""-104.984862"",""class"":""boundary"",""type"":""administrative"",""place_rank"":12,""importance"":0.6926691729816085,""addresstype"":""city"",""name"":""Denver"",""display_name"":""Denver, Colorado, United States"",""boundingbox"":[""39.6143008"",""39.9142087"",""-105.1098845"",""-104.5996997""]}]",Denver County,18th St and Blake St,0,4,0,0,0,8031
2498013,2023-01-08T00:00:00Z,Minnesota,Minneapolis,"[{""place_id"":28953397,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":136712,""lat"":""44.9772995"",""lon"":""-93.2654692"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.6869168244297812,""addresstype"":""city"",""name"":""Minneapolis"",""display_name"":""Minneapolis, Hennepin County, Minnesota, United States"",""boundingbox"":[""44.8901500"",""45.0512500"",""-93.3291250"",""-93.1938590""]}]",Hennepin County,930 Hennepin Ave,0,4,0,0,0,27053
2499425,2023-01-08T00:00:00Z,Georgia,Albany,"[{""place_id"":293751729,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":119877,""lat"":""31.5782062"",""lon"":""-84.1556809"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.5217347854777136,""addresstype"":""town"",""name"":""Albany"",""display_name"":""Albany, Dougherty County, Georgia, United States"",""boundingbox"":[""31.5223841"",""31.6230413"",""-84.2729886"",""-84.0586410""]}]",Dougherty County,1021 S McKinley St,0,4,0,0,0,13095
2497502,2023-01-07T00:00:00Z,North Carolina,High Point,"[{""place_id"":3457936,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":180329,""lat"":""35.9556924"",""lon"":""-80.0053176"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.5153665430890378,""addresstype"":""city"",""name"":""High Point"",""display_name"":""High Point, Guilford County, North Carolina, United States"",""boundingbox"":[""35.9119964"",""36.0969655"",""-80.0722241"",""-79.8963731""]}]",Guilford County,2734 Mossy Meadow Dr,4,0,1,0,0,37081
2497948,2023-01-07T00:00:00Z,Alabama,Huntsville,"[{""place_id"":327796991,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":110673,""lat"":""34.729847"",""lon"":""-86.5859011"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.5981998343115421,""addresstype"":""city"",""name"":""Huntsville"",""display_name"":""Huntsville, Madison County, Alabama, United States"",""boundingbox"":[""34.5334323"",""34.8651648"",""-86.9567811"",""-86.3993424""]}]",Madison County,2817 Hwy 72 E,2,9,0,0,3,1089
2496714,2023-01-06T00:00:00Z,Texas,Dallas,"[{""place_id"":399453307,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":6571629,""lat"":""32.7762719"",""lon"":""-96.7968559"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.7114433186231126,""addresstype"":""city"",""name"":""Dallas"",""display_name"":""Dallas, Dallas County, Texas, United States"",""boundingbox"":[""32.6132160"",""33.0239366"",""-97.0004820"",""-96.4636317""]}]",Dallas County,8544 Lazy Acres Cir,3,2,0,0,1,48113
2497164,2023-01-06T00:00:00Z,California,San Francisco,"[{""place_id"":391760233,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":111968,""lat"":""37.7792588"",""lon"":""-122.4193286"",""class"":""boundary"",""type"":""administrative"",""place_rank"":12,""importance"":0.7718570210055521,""addresstype"":""city"",""name"":""San Francisco"",""display_name"":""San Francisco, California, United States"",""boundingbox"":[""37.6403143"",""37.9298110"",""-123.1738250"",""-122.2814790""]}]",San Francisco County,600 block of Valencia St,1,3,0,0,0,6075
2496431,2023-01-05T00:00:00Z,Louisiana,New Orleans,"[{""place_id"":294029191,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":131885,""lat"":""29.9759983"",""lon"":""-90.0782127"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.7147006329338063,""addresstype"":""city"",""name"":""New Orleans"",""display_name"":""New Orleans, Orleans Parish, Louisiana, United States"",""boundingbox"":[""29.8654809"",""30.1994687"",""-90.1399307"",""-89.6251763""]}]",Orleans Parish,St Andrew St and Rev John Raphael Jr Way,2,3,0,0,0,22071
2496391,2023-01-05T00:00:00Z,Florida,Miami Gardens,"[{""place_id"":294510054,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":1216766,""lat"":""25.9420377"",""lon"":""-80.2456045"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.5641752239935982,""addresstype"":""suburb"",""name"":""Miami Gardens"",""display_name"":""Miami Gardens, Miami-Dade County, Florida, United States"",""boundingbox"":[""25.9112169"",""25.9729666"",""-80.2932493"",""-80.1975216""]}]",Miami-Dade County,17647 NW 27th Ave,0,10,0,0,0,12086
2494934,2023-01-04T00:00:00Z,Maryland,Baltimore,"[{""place_id"":398395451,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":133345,""lat"":""39.2908816"",""lon"":""-76.610759"",""class"":""boundary"",""type"":""administrative"",""place_rank"":12,""importance"":0.7065126700098143,""addresstype"":""city"",""name"":""Baltimore"",""display_name"":""Baltimore, Maryland, United States"",""boundingbox"":[""39.1972328"",""39.3719992"",""-76.7112977"",""-76.5296757""]}]",Baltimore County,4408 Edmondson Ave,1,4,0,0,1,24005
2495648,2023-01-04T00:00:00Z,Utah,Cedar City (Enoch),"[{""place_id"":308827244,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""way"",""osm_id"":478743069,""lat"":""37.73191490000001"",""lon"":""-113.05474277511254"",""class"":""leisure"",""type"":""bowling_alley"",""place_rank"":30,""importance"":9.99999999995449e-06,""addresstype"":""leisure"",""name"":""Cedar Bowling Center"",""display_name"":""Cedar Bowling Center, 421, Minersville Highway, Cedar City, Iron County, Utah, 84721, United States"",""boundingbox"":[""37.7317029"",""37.7321269"",""-113.0549522"",""-113.0545334""]}]",Iron County,4923 N Albert Dr,7,0,1,0,0,49021
2495059,2023-01-04T00:00:00Z,Virginia,Dumfries,"[{""place_id"":4728982,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":206608,""lat"":""38.5676202"",""lon"":""-77.3280382"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.3963783657383956,""addresstype"":""town"",""name"":""Dumfries"",""display_name"":""Dumfries, Prince William County, Virginia, United States"",""boundingbox"":[""38.5549370"",""38.5789260"",""-77.3392210"",""-77.3011990""]}]",Prince William County,17900 block of Milroy Dr,1,4,0,0,1,51153
